lat,lon,year,month
37.0,-121.0,2020,1
37.0,-121.0,2020,2
37.0,-121.0,2020,3
37.0,-121.0,2020,4
37.0,-121.0,2020,5
37.0,-121.0,2020,6
37.0,-121.0,2020,7
37.0,-121.0,2020,8
37.0,-121.0,2020,9
37.0,-121.0,2020,10
37.0,-121.0,2020,11
37.0,-121.0,2020,12
37.0,-121.0,2021,1
37.0,-121.0,2021,2
37.0,-121.0,2021,3
37.0,-121.0,2021,4
37.0,-121.0,2021,5
37.0,-121.0,2021,6
37.0,-121.0,2021,7
37.0,-121.0,2021,8
37.0,-121.0,2021,9
37.0,-121.0,2021,10
37.0,-121.0,2021,11
37.0,-121.0,2021,12
37.0,-120.0,2019,7
37.0,-120.0,2019,8
37.0,-120.0,2019,9
37.0,-120.0,2019,10
37.0,-120.0,2019,11
37.0,-120.0,2019,12
37.0,-120.0,2020,1
37.0,-120.0,2020,2
37.0,-120.0,2020,3
37.0,-120.0,2020,4
37.0,-120.0,2020,5
37.0,-120.0,2020,6
37.0,-120.0,2020,7
37.0,-120.0,2020,8
37.0,-120.0,2020,9
37.0,-120.0,2020,10
37.0,-120.0,2020,11
37.0,-120.0,2020,12
37.0,-120.0,2021,1
37.0,-120.0,2021,2
37.0,-120.0,2021,3
37.0,-120.0,2021,4
37.0,-120.0,2021,5
37.0,-120.0,2021,6
37.0,-120.0,2021,7
37.0,-120.0,2021,8
37.0,-120.0,2021,9
37.0,-120.0,2021,10
37.0,-120.0,2021,11
37.0,-120.0,2021,12
37.0,-119.0,2019,7
37.0,-119.0,2019,8
37.0,-119.0,2019,9
37.0,-119.0,2019,10
37.0,-119.0,2019,11
37.0,-119.0,2019,12
37.0,-119.0,2020,1
37.0,-119.0,2020,2
37.0,-119.0,2020,3
37.0,-119.0,2020,4
37.0,-119.0,2020,5
37.0,-119.0,2020,6
37.0,-119.0,2020,7
37.0,-119.0,2020,8
37.0,-119.0,2020,9
37.0,-119.0,2020,10
37.0,-119.0,2020,11
37.0,-119.0,2020,12
37.0,-119.0,2021,1
37.0,-119.0,2021,2
37.0,-119.0,2021,3
37.0,-119.0,2021,4
37.0,-119.0,2021,5
37.0,-119.0,2021,6
37.0,-119.0,2021,7
37.0,-119.0,2021,8
37.0,-119.0,2021,9
37.0,-119.0,2021,10
37.0,-119.0,2021,11
37.0,-119.0,2021,12
37.0,-118.0,2019,7
37.0,-118.0,2019,8
37.0,-118.0,2019,9
37.0,-118.0,2019,10
37.0,-118.0,2019,11
37.0,-118.0,2019,12
37.0,-118.0,2020,1
37.0,-118.0,2020,2
37.0,-118.0,2020,3
37.0,-118.0,2020,4
37.0,-118.0,2020,5
37.0,-118.0,2020,6
37.0,-118.0,2020,7
37.0,-118.0,2020,8
37.0,-118.0,2020,9
37.0,-118.0,2020,10
37.0,-118.0,2020,11
37.0,-118.0,2020,12
37.0,-118.0,2021,1
37.0,-118.0,2021,2
37.0,-118.0,2021,3
37.0,-118.0,2021,4
37.0,-118.0,2021,5
37.0,-118.0,2021,6
37.0,-118.0,2021,7
37.0,-118.0,2021,8
37.0,-118.0,2021,9
37.0,-118.0,2021,10
37.0,-118.0,2021,11
37.0,-118.0,2021,12
37.0,-117.0,2019,7
37.0,-117.0,2019,8
37.0,-117.0,2019,9
37.0,-117.0,2019,10
37.0,-117.0,2019,11
37.0,-117.0,2019,12
37.0,-117.0,2020,1
37.0,-117.0,2020,2
37.0,-117.0,2020,3
37.0,-117.0,2020,4
37.0,-117.0,2020,5
37.0,-117.0,2020,6
37.0,-117.0,2020,7
37.0,-117.0,2020,8
37.0,-117.0,2020,9
37.0,-117.0,2020,10
37.0,-117.0,2020,11
37.0,-117.0,2020,12
37.0,-117.0,2021,1
37.0,-117.0,2021,2
37.0,-117.0,2021,3
37.0,-117.0,2021,4
37.0,-117.0,2021,5
37.0,-117.0,2021,6
37.0,-117.0,2021,7
37.0,-117.0,2021,8
37.0,-117.0,2021,9
37.0,-117.0,2021,10
37.0,-117.0,2021,11
37.0,-117.0,2021,12
37.0,-116.0,2019,7
37.0,-116.0,2019,8
37.0,-116.0,2019,9
37.0,-116.0,2019,10
37.0,-116.0,2019,11
37.0,-116.0,2019,12
37.0,-116.0,2020,1
37.0,-116.0,2020,2
37.0,-116.0,2020,3
37.0,-116.0,2020,4
37.0,-116.0,2020,5
37.0,-116.0,2020,6
37.0,-116.0,2020,7
37.0,-116.0,2020,8
37.0,-116.0,2020,9
37.0,-116.0,2020,10
37.0,-116.0,2020,11
37.0,-116.0,2020,12
37.0,-116.0,2021,1
37.0,-116.0,2021,2
37.0,-116.0,2021,3
37.0,-116.0,2021,4
37.0,-116.0,2021,5
37.0,-116.0,2021,6
37.0,-116.0,2021,7
37.0,-116.0,2021,8
37.0,-116.0,2021,9
37.0,-116.0,2021,10
37.0,-116.0,2021,11
37.0,-116.0,2021,12
37.0,-115.0,2019,7
37.0,-115.0,2019,8
37.0,-115.0,2019,9
37.0,-115.0,2019,10
37.0,-115.0,2019,11
37.0,-115.0,2019,12
37.0,-115.0,2020,1
37.0,-115.0,2020,2
37.0,-115.0,2020,3
37.0,-115.0,2020,4
37.0,-115.0,2020,5
37.0,-115.0,2020,6
37.0,-115.0,2020,7
37.0,-115.0,2020,8
37.0,-115.0,2020,9
37.0,-115.0,2020,10
37.0,-115.0,2020,11
37.0,-115.0,2020,12
37.0,-115.0,2021,1
37.0,-115.0,2021,2
37.0,-115.0,2021,3
37.0,-115.0,2021,4
37.0,-115.0,2021,5
37.0,-115.0,2021,6
37.0,-115.0,2021,7
37.0,-115.0,2021,8
37.0,-115.0,2021,9
37.0,-115.0,2021,10
37.0,-115.0,2021,11
37.0,-115.0,2021,12
38.0,-124.0,2019,7
38.0,-124.0,2019,8
38.0,-124.0,2019,9
38.0,-124.0,2019,10
38.0,-124.0,2019,11
38.0,-124.0,2019,12
38.0,-124.0,2020,1
38.0,-124.0,2020,2
38.0,-124.0,2020,3
38.0,-124.0,2020,4
38.0,-124.0,2020,5
38.0,-124.0,2020,6
38.0,-124.0,2020,7
38.0,-124.0,2020,8
38.0,-124.0,2020,9
38.0,-124.0,2020,10
38.0,-124.0,2020,11
38.0,-124.0,2020,12
38.0,-124.0,2021,1
38.0,-124.0,2021,2
38.0,-124.0,2021,3
38.0,-124.0,2021,4
38.0,-124.0,2021,5
38.0,-124.0,2021,6
38.0,-124.0,2021,7
38.0,-124.0,2021,8
38.0,-124.0,2021,9
38.0,-124.0,2021,10
38.0,-124.0,2021,11
38.0,-124.0,2021,12
38.0,-123.0,2019,7
38.0,-123.0,2019,8
38.0,-123.0,2019,9
38.0,-123.0,2019,10
38.0,-123.0,2019,11
38.0,-123.0,2019,12
38.0,-123.0,2020,1
38.0,-123.0,2020,2
38.0,-123.0,2020,3
38.0,-123.0,2020,4
38.0,-123.0,2020,5
38.0,-123.0,2020,6
38.0,-123.0,2020,7
38.0,-123.0,2020,8
38.0,-123.0,2020,9
38.0,-123.0,2020,10
38.0,-123.0,2020,11
38.0,-123.0,2020,12
38.0,-123.0,2021,1
38.0,-123.0,2021,2
38.0,-123.0,2021,3
38.0,-123.0,2021,4
38.0,-123.0,2021,5
38.0,-123.0,2021,6
38.0,-123.0,2021,7
38.0,-123.0,2021,8
38.0,-123.0,2021,9
38.0,-123.0,2021,10
38.0,-123.0,2021,11
38.0,-123.0,2021,12
38.0,-122.0,2019,7
38.0,-122.0,2019,8
38.0,-122.0,2019,9
38.0,-122.0,2019,10
38.0,-122.0,2019,11
38.0,-122.0,2019,12
38.0,-122.0,2020,1
38.0,-122.0,2020,2
38.0,-122.0,2020,3
38.0,-122.0,2020,4
38.0,-122.0,2020,5
38.0,-122.0,2020,6
38.0,-122.0,2020,7
38.0,-122.0,2020,8
38.0,-122.0,2020,9
38.0,-122.0,2020,10
38.0,-122.0,2020,11
38.0,-122.0,2020,12
38.0,-122.0,2021,1
38.0,-122.0,2021,2
38.0,-122.0,2021,3
38.0,-122.0,2021,4
38.0,-122.0,2021,5
38.0,-122.0,2021,6
38.0,-122.0,2021,7
38.0,-122.0,2021,8
38.0,-122.0,2021,9
38.0,-122.0,2021,10
38.0,-122.0,2021,11
38.0,-122.0,2021,12
38.0,-121.0,2019,7
38.0,-121.0,2019,8
38.0,-121.0,2019,9
38.0,-121.0,2019,10
38.0,-121.0,2019,11
38.0,-121.0,2019,12
38.0,-121.0,2020,1
38.0,-121.0,2020,2
38.0,-121.0,2020,3
38.0,-121.0,2020,4
38.0,-121.0,2020,5
38.0,-121.0,2020,6
38.0,-121.0,2020,7
38.0,-121.0,2020,8
38.0,-121.0,2020,9
38.0,-121.0,2020,10
38.0,-121.0,2020,11
38.0,-121.0,2020,12
38.0,-121.0,2021,1
38.0,-121.0,2021,2
38.0,-121.0,2021,3
38.0,-121.0,2021,4
38.0,-121.0,2021,5
38.0,-121.0,2021,6
38.0,-121.0,2021,7
38.0,-121.0,2021,8
38.0,-121.0,2021,9
38.0,-121.0,2021,10
38.0,-121.0,2021,11
38.0,-121.0,2021,12
38.0,-120.0,2019,7
38.0,-120.0,2019,8
38.0,-120.0,2019,9
38.0,-120.0,2019,10
38.0,-120.0,2019,11
38.0,-120.0,2019,12
38.0,-120.0,2020,1
38.0,-120.0,2020,2
38.0,-120.0,2020,3
38.0,-120.0,2020,4
38.0,-120.0,2020,5
38.0,-120.0,2020,6
38.0,-120.0,2020,7
38.0,-120.0,2020,8
38.0,-120.0,2020,9
38.0,-120.0,2020,10
38.0,-120.0,2020,11
38.0,-120.0,2020,12
38.0,-120.0,2021,1
38.0,-120.0,2021,2
38.0,-120.0,2021,3
38.0,-120.0,2021,4
38.0,-120.0,2021,5
38.0,-120.0,2021,6
38.0,-120.0,2021,7
38.0,-120.0,2021,8
38.0,-120.0,2021,9
38.0,-120.0,2021,10
38.0,-120.0,2021,11
38.0,-120.0,2021,12
38.0,-119.0,2019,7
38.0,-119.0,2019,8
38.0,-119.0,2019,9
38.0,-119.0,2019,10
38.0,-119.0,2019,11
38.0,-119.0,2019,12
38.0,-119.0,2020,1
38.0,-119.0,2020,2
38.0,-119.0,2020,3
38.0,-119.0,2020,4
38.0,-119.0,2020,5
38.0,-119.0,2020,6
38.0,-119.0,2020,7
38.0,-119.0,2020,8
38.0,-119.0,2020,9
38.0,-119.0,2020,10
38.0,-119.0,2020,11
38.0,-119.0,2020,12
38.0,-119.0,2021,1
38.0,-119.0,2021,2
38.0,-119.0,2021,3
38.0,-119.0,2021,4
38.0,-119.0,2021,5
38.0,-119.0,2021,6
38.0,-119.0,2021,7
38.0,-119.0,2021,8
38.0,-119.0,2021,9
38.0,-119.0,2021,10
38.0,-119.0,2021,11
38.0,-119.0,2021,12
38.0,-118.0,2019,7
38.0,-118.0,2019,8
38.0,-118.0,2019,9
38.0,-118.0,2019,10
38.0,-118.0,2019,11
38.0,-118.0,2019,12
38.0,-118.0,2020,1
38.0,-118.0,2020,2
38.0,-118.0,2020,3
38.0,-118.0,2020,4
38.0,-118.0,2020,5
38.0,-118.0,2020,6
38.0,-118.0,2020,7
38.0,-118.0,2020,8
38.0,-118.0,2020,9
38.0,-118.0,2020,10
38.0,-118.0,2020,11
38.0,-118.0,2020,12
38.0,-118.0,2021,1
38.0,-118.0,2021,2
38.0,-118.0,2021,3
38.0,-118.0,2021,4
38.0,-118.0,2021,5
38.0,-118.0,2021,6
38.0,-118.0,2021,7
38.0,-118.0,2021,8
38.0,-118.0,2021,9
38.0,-118.0,2021,10
38.0,-118.0,2021,11
38.0,-118.0,2021,12
38.0,-117.0,2019,7
38.0,-117.0,2019,8
38.0,-117.0,2019,9
38.0,-117.0,2019,10
38.0,-117.0,2019,11
38.0,-117.0,2019,12
38.0,-117.0,2020,1
38.0,-117.0,2020,2
38.0,-117.0,2020,3
38.0,-117.0,2020,4
38.0,-117.0,2020,5
38.0,-117.0,2020,6
38.0,-117.0,2020,7
38.0,-117.0,2020,8
38.0,-117.0,2020,9
38.0,-117.0,2020,10
38.0,-117.0,2020,11
38.0,-117.0,2020,12
38.0,-117.0,2021,1
38.0,-117.0,2021,2
38.0,-117.0,2021,3
38.0,-117.0,2021,4
38.0,-117.0,2021,5
38.0,-117.0,2021,6
38.0,-117.0,2021,7
38.0,-117.0,2021,8
38.0,-117.0,2021,9
38.0,-117.0,2021,10
38.0,-117.0,2021,11
38.0,-117.0,2021,12
38.0,-116.0,2019,7
38.0,-116.0,2019,8
38.0,-116.0,2019,9
38.0,-116.0,2019,10
38.0,-116.0,2019,11
38.0,-116.0,2019,12
38.0,-116.0,2020,1
38.0,-116.0,2020,2
38.0,-116.0,2020,3
38.0,-116.0,2020,4
38.0,-116.0,2020,5
38.0,-116.0,2020,6
38.0,-116.0,2020,7
38.0,-116.0,2020,8
38.0,-116.0,2020,9
38.0,-116.0,2020,10
38.0,-116.0,2020,11
38.0,-116.0,2020,12
38.0,-116.0,2021,1
38.0,-116.0,2021,2
38.0,-116.0,2021,3
38.0,-116.0,2021,4
38.0,-116.0,2021,5
38.0,-116.0,2021,6
38.0,-116.0,2021,7
38.0,-116.0,2021,8
38.0,-116.0,2021,9
38.0,-116.0,2021,10
38.0,-116.0,2021,11
38.0,-116.0,2021,12
38.0,-115.0,2019,7
38.0,-115.0,2019,8
38.0,-115.0,2019,9
38.0,-115.0,2019,10
38.0,-115.0,2019,11
38.0,-115.0,2019,12
38.0,-115.0,2020,1
38.0,-115.0,2020,2
38.0,-115.0,2020,3
38.0,-115.0,2020,4
38.0,-115.0,2020,5
38.0,-115.0,2020,6
38.0,-115.0,2020,7
38.0,-115.0,2020,8
38.0,-115.0,2020,9
38.0,-115.0,2020,10
38.0,-115.0,2020,11
38.0,-115.0,2020,12
38.0,-115.0,2021,1
38.0,-115.0,2021,2
38.0,-115.0,2021,3
38.0,-115.0,2021,4
38.0,-115.0,2021,5
38.0,-115.0,2021,6
38.0,-115.0,2021,7
38.0,-115.0,2021,8
38.0,-115.0,2021,9
38.0,-115.0,2021,10
38.0,-115.0,2021,11
38.0,-115.0,2021,12
39.0,-124.0,2019,7
39.0,-124.0,2019,8
39.0,-124.0,2019,9
39.0,-124.0,2019,10
39.0,-124.0,2019,11
39.0,-124.0,2019,12
39.0,-124.0,2020,1
39.0,-124.0,2020,2
39.0,-124.0,2020,3
39.0,-124.0,2020,4
39.0,-124.0,2020,5
39.0,-124.0,2020,6
39.0,-124.0,2020,7
39.0,-124.0,2020,8
39.0,-124.0,2020,9
39.0,-124.0,2020,10
39.0,-124.0,2020,11
39.0,-124.0,2020,12
39.0,-124.0,2021,1
39.0,-124.0,2021,2
39.0,-124.0,2021,3
39.0,-124.0,2021,4
39.0,-124.0,2021,5
39.0,-124.0,2021,6
39.0,-124.0,2021,7
39.0,-124.0,2021,8
39.0,-124.0,2021,9
39.0,-124.0,2021,10
39.0,-124.0,2021,11
39.0,-124.0,2021,12
39.0,-123.0,2019,7
39.0,-123.0,2019,8
39.0,-123.0,2019,9
39.0,-123.0,2019,10
39.0,-123.0,2019,11
39.0,-123.0,2019,12
39.0,-123.0,2020,1
39.0,-123.0,2020,2
39.0,-123.0,2020,3
39.0,-123.0,2020,4
39.0,-123.0,2020,5
39.0,-123.0,2020,6
39.0,-123.0,2020,7
39.0,-123.0,2020,8
39.0,-123.0,2020,9
39.0,-123.0,2020,10
39.0,-123.0,2020,11
39.0,-123.0,2020,12
39.0,-123.0,2021,1
39.0,-123.0,2021,2
39.0,-123.0,2021,3
39.0,-123.0,2021,4
39.0,-123.0,2021,5
39.0,-123.0,2021,6
39.0,-123.0,2021,7
39.0,-123.0,2021,8
39.0,-123.0,2021,9
39.0,-123.0,2021,10
39.0,-123.0,2021,11
39.0,-123.0,2021,12
39.0,-122.0,2019,7
39.0,-122.0,2019,8
39.0,-122.0,2019,9
39.0,-122.0,2019,10
39.0,-122.0,2019,11
39.0,-122.0,2019,12
39.0,-122.0,2020,1
39.0,-122.0,2020,2
39.0,-122.0,2020,3
39.0,-122.0,2020,4
39.0,-122.0,2020,5
39.0,-122.0,2020,6
39.0,-122.0,2020,7
39.0,-122.0,2020,8
39.0,-122.0,2020,9
39.0,-122.0,2020,10
39.0,-122.0,2020,11
39.0,-122.0,2020,12
39.0,-122.0,2021,1
39.0,-122.0,2021,2
39.0,-122.0,2021,3
39.0,-122.0,2021,4
39.0,-122.0,2021,5
39.0,-122.0,2021,6
39.0,-122.0,2021,7
39.0,-122.0,2021,8
39.0,-122.0,2021,9
39.0,-122.0,2021,10
39.0,-122.0,2021,11
39.0,-122.0,2021,12
39.0,-121.0,2019,7
39.0,-121.0,2019,8
39.0,-121.0,2019,9
39.0,-121.0,2019,10
39.0,-121.0,2019,11
39.0,-121.0,2019,12
39.0,-121.0,2020,1
39.0,-121.0,2020,2
39.0,-121.0,2020,3
39.0,-121.0,2020,4
39.0,-121.0,2020,5
39.0,-121.0,2020,6
39.0,-121.0,2020,7
39.0,-121.0,2020,8
39.0,-121.0,2020,9
39.0,-121.0,2020,10
39.0,-121.0,2020,11
39.0,-121.0,2020,12
39.0,-121.0,2021,1
39.0,-121.0,2021,2
39.0,-121.0,2021,3
39.0,-121.0,2021,4
39.0,-121.0,2021,5
39.0,-121.0,2021,6
39.0,-121.0,2021,7
39.0,-121.0,2021,8
39.0,-121.0,2021,9
39.0,-121.0,2021,10
39.0,-121.0,2021,11
39.0,-121.0,2021,12
39.0,-120.0,2019,7
39.0,-120.0,2019,8
39.0,-120.0,2019,9
39.0,-120.0,2019,10
39.0,-120.0,2019,11
39.0,-120.0,2019,12
39.0,-120.0,2020,1
39.0,-120.0,2020,2
39.0,-120.0,2020,3
39.0,-120.0,2020,4
39.0,-120.0,2020,5
39.0,-120.0,2020,6
39.0,-120.0,2020,7
39.0,-120.0,2020,8
39.0,-120.0,2020,9
39.0,-120.0,2020,10
39.0,-120.0,2020,11
39.0,-120.0,2020,12
39.0,-120.0,2021,1
39.0,-120.0,2021,2
39.0,-120.0,2021,3
39.0,-120.0,2021,4
39.0,-120.0,2021,5
39.0,-120.0,2021,6
39.0,-120.0,2021,7
39.0,-120.0,2021,8
39.0,-120.0,2021,9
39.0,-120.0,2021,10
39.0,-120.0,2021,11
39.0,-120.0,2021,12
39.0,-119.0,2019,7
39.0,-119.0,2019,8
39.0,-119.0,2019,9
39.0,-119.0,2019,10
39.0,-119.0,2019,11
39.0,-119.0,2019,12
39.0,-119.0,2020,1
39.0,-119.0,2020,2
39.0,-119.0,2020,3
39.0,-119.0,2020,4
39.0,-119.0,2020,5
39.0,-119.0,2020,6
39.0,-119.0,2020,7
39.0,-119.0,2020,8
39.0,-119.0,2020,9
39.0,-119.0,2020,10
39.0,-119.0,2020,11
39.0,-119.0,2020,12
39.0,-119.0,2021,1
39.0,-119.0,2021,2
39.0,-119.0,2021,3
39.0,-119.0,2021,4
39.0,-119.0,2021,5
39.0,-119.0,2021,6
39.0,-119.0,2021,7
39.0,-119.0,2021,8
39.0,-119.0,2021,9
39.0,-119.0,2021,10
39.0,-119.0,2021,11
39.0,-119.0,2021,12
39.0,-118.0,2019,7
39.0,-118.0,2019,8
39.0,-118.0,2019,9
39.0,-118.0,2019,10
39.0,-118.0,2019,11
39.0,-118.0,2019,12
39.0,-118.0,2020,1
39.0,-118.0,2020,2
39.0,-118.0,2020,3
39.0,-118.0,2020,4
39.0,-118.0,2020,5
39.0,-118.0,2020,6
39.0,-118.0,2020,7
39.0,-118.0,2020,8
39.0,-118.0,2020,9
39.0,-118.0,2020,10
39.0,-118.0,2020,11
39.0,-118.0,2020,12
39.0,-118.0,2021,1
39.0,-118.0,2021,2
39.0,-118.0,2021,3
39.0,-118.0,2021,4
39.0,-118.0,2021,5
39.0,-118.0,2021,6
39.0,-118.0,2021,7
39.0,-118.0,2021,8
39.0,-118.0,2021,9
39.0,-118.0,2021,10
39.0,-118.0,2021,11
39.0,-118.0,2021,12
39.0,-117.0,2019,7
39.0,-117.0,2019,8
39.0,-117.0,2019,9
39.0,-117.0,2019,10
39.0,-117.0,2019,11
39.0,-117.0,2019,12
39.0,-117.0,2020,1
39.0,-117.0,2020,2
39.0,-117.0,2020,3
39.0,-117.0,2020,4
39.0,-117.0,2020,5
39.0,-117.0,2020,6
39.0,-117.0,2020,7
39.0,-117.0,2020,8
39.0,-117.0,2020,9
39.0,-117.0,2020,10
39.0,-117.0,2020,11
39.0,-117.0,2020,12
39.0,-117.0,2021,1
39.0,-117.0,2021,2
39.0,-117.0,2021,3
39.0,-117.0,2021,4
39.0,-117.0,2021,5
39.0,-117.0,2021,6
39.0,-117.0,2021,7
39.0,-117.0,2021,8
39.0,-117.0,2021,9
39.0,-117.0,2021,10
39.0,-117.0,2021,11
39.0,-117.0,2021,12
39.0,-116.0,2019,7
39.0,-116.0,2019,8
39.0,-116.0,2019,9
39.0,-116.0,2019,10
39.0,-116.0,2019,11
39.0,-116.0,2019,12
39.0,-116.0,2020,1
39.0,-116.0,2020,2
39.0,-116.0,2020,3
39.0,-116.0,2020,4
39.0,-116.0,2020,5
39.0,-116.0,2020,6
39.0,-116.0,2020,7
39.0,-116.0,2020,8
39.0,-116.0,2020,9
39.0,-116.0,2020,10
39.0,-116.0,2020,11
39.0,-116.0,2020,12
39.0,-116.0,2021,1
39.0,-116.0,2021,2
39.0,-116.0,2021,3
39.0,-116.0,2021,4
39.0,-116.0,2021,5
39.0,-116.0,2021,6
39.0,-116.0,2021,7
39.0,-116.0,2021,8
39.0,-116.0,2021,9
39.0,-116.0,2021,10
39.0,-116.0,2021,11
39.0,-116.0,2021,12
39.0,-115.0,2019,7
39.0,-115.0,2019,8
39.0,-115.0,2019,9
39.0,-115.0,2019,10
39.0,-115.0,2019,11
39.0,-115.0,2019,12
39.0,-115.0,2020,1
39.0,-115.0,2020,2
39.0,-115.0,2020,3
39.0,-115.0,2020,4
39.0,-115.0,2020,5
39.0,-115.0,2020,6
39.0,-115.0,2020,7
39.0,-115.0,2020,8
39.0,-115.0,2020,9
39.0,-115.0,2020,10
39.0,-115.0,2020,11
39.0,-115.0,2020,12
39.0,-115.0,2021,1
39.0,-115.0,2021,2
39.0,-115.0,2021,3
39.0,-115.0,2021,4
39.0,-115.0,2021,5
39.0,-115.0,2021,6
39.0,-115.0,2021,7
39.0,-115.0,2021,8
39.0,-115.0,2021,9
39.0,-115.0,2021,10
39.0,-115.0,2021,11
39.0,-115.0,2021,12
40.0,-125.0,2019,7
40.0,-125.0,2019,8
40.0,-125.0,2019,9
40.0,-125.0,2019,10
40.0,-125.0,2019,11
40.0,-125.0,2019,12
40.0,-125.0,2020,1
40.0,-125.0,2020,2
40.0,-125.0,2020,3
40.0,-125.0,2020,4
40.0,-125.0,2020,5
40.0,-125.0,2020,6
40.0,-125.0,2020,7
40.0,-125.0,2020,8
40.0,-125.0,2020,9
40.0,-125.0,2020,10
40.0,-125.0,2020,11
40.0,-125.0,2020,12
40.0,-125.0,2021,1
40.0,-125.0,2021,2
40.0,-125.0,2021,3
40.0,-125.0,2021,4
40.0,-125.0,2021,5
40.0,-125.0,2021,6
40.0,-125.0,2021,7
40.0,-125.0,2021,8
40.0,-125.0,2021,9
40.0,-125.0,2021,10
40.0,-125.0,2021,11
40.0,-125.0,2021,12
40.0,-124.0,2019,7
40.0,-124.0,2019,8
40.0,-124.0,2019,9
40.0,-124.0,2019,10
40.0,-124.0,2019,11
40.0,-124.0,2019,12
40.0,-124.0,2020,1
40.0,-124.0,2020,2
40.0,-124.0,2020,3
40.0,-124.0,2020,4
40.0,-124.0,2020,5
40.0,-124.0,2020,6
40.0,-124.0,2020,7
40.0,-124.0,2020,8
40.0,-124.0,2020,9
40.0,-124.0,2020,10
40.0,-124.0,2020,11
40.0,-124.0,2020,12
40.0,-124.0,2021,1
40.0,-124.0,2021,2
40.0,-124.0,2021,3
40.0,-124.0,2021,4
40.0,-124.0,2021,5
40.0,-124.0,2021,6
40.0,-124.0,2021,7
40.0,-124.0,2021,8
40.0,-124.0,2021,9
40.0,-124.0,2021,10
40.0,-124.0,2021,11
40.0,-124.0,2021,12
40.0,-123.0,2019,7
40.0,-123.0,2019,8
40.0,-123.0,2019,9
40.0,-123.0,2019,10
40.0,-123.0,2019,11
40.0,-123.0,2019,12
40.0,-123.0,2020,1
40.0,-123.0,2020,2
40.0,-123.0,2020,3
40.0,-123.0,2020,4
40.0,-123.0,2020,5
40.0,-123.0,2020,6
40.0,-123.0,2020,7
40.0,-123.0,2020,8
40.0,-123.0,2020,9
40.0,-123.0,2020,10
40.0,-123.0,2020,11
40.0,-123.0,2020,12
40.0,-123.0,2021,1
40.0,-123.0,2021,2
40.0,-123.0,2021,3
40.0,-123.0,2021,4
40.0,-123.0,2021,5
40.0,-123.0,2021,6
40.0,-123.0,2021,7
40.0,-123.0,2021,8
40.0,-123.0,2021,9
40.0,-123.0,2021,10
40.0,-123.0,2021,11
40.0,-123.0,2021,12
40.0,-122.0,2019,7
40.0,-122.0,2019,8
40.0,-122.0,2019,9
40.0,-122.0,2019,10
40.0,-122.0,2019,11
40.0,-122.0,2019,12
40.0,-122.0,2020,1
40.0,-122.0,2020,2
40.0,-122.0,2020,3
40.0,-122.0,2020,4
40.0,-122.0,2020,5
40.0,-122.0,2020,6
40.0,-122.0,2020,7
40.0,-122.0,2020,8
40.0,-122.0,2020,9
40.0,-122.0,2020,10
40.0,-122.0,2020,11
40.0,-122.0,2020,12
40.0,-122.0,2021,1
40.0,-122.0,2021,2
40.0,-122.0,2021,3
40.0,-122.0,2021,4
40.0,-122.0,2021,5
40.0,-122.0,2021,6
40.0,-122.0,2021,7
40.0,-122.0,2021,8
40.0,-122.0,2021,9
40.0,-122.0,2021,10
40.0,-122.0,2021,11
40.0,-122.0,2021,12
40.0,-121.0,2019,7
40.0,-121.0,2019,8
40.0,-121.0,2019,9
40.0,-121.0,2019,10
40.0,-121.0,2019,11
40.0,-121.0,2019,12
40.0,-121.0,2020,1
40.0,-121.0,2020,2
40.0,-121.0,2020,3
40.0,-121.0,2020,4
40.0,-121.0,2020,5
40.0,-121.0,2020,6
40.0,-121.0,2020,7
40.0,-121.0,2020,8
40.0,-121.0,2020,9
40.0,-121.0,2020,10
40.0,-121.0,2020,11
40.0,-121.0,2020,12
40.0,-121.0,2021,1
40.0,-121.0,2021,2
40.0,-121.0,2021,3
40.0,-121.0,2021,4
40.0,-121.0,2021,5
40.0,-121.0,2021,6
40.0,-121.0,2021,7
40.0,-121.0,2021,8
40.0,-121.0,2021,9
40.0,-121.0,2021,10
40.0,-121.0,2021,11
40.0,-121.0,2021,12
40.0,-120.0,2019,7
40.0,-120.0,2019,8
40.0,-120.0,2019,9
40.0,-120.0,2019,10
40.0,-120.0,2019,11
40.0,-120.0,2019,12
40.0,-120.0,2020,1
40.0,-120.0,2020,2
40.0,-120.0,2020,3
40.0,-120.0,2020,4
40.0,-120.0,2020,5
40.0,-120.0,2020,6
40.0,-120.0,2020,7
40.0,-120.0,2020,8
40.0,-120.0,2020,9
40.0,-120.0,2020,10
40.0,-120.0,2020,11
40.0,-120.0,2020,12
40.0,-120.0,2021,1
40.0,-120.0,2021,2
40.0,-120.0,2021,3
40.0,-120.0,2021,4
40.0,-120.0,2021,5
40.0,-120.0,2021,6
40.0,-120.0,2021,7
40.0,-120.0,2021,8
40.0,-120.0,2021,9
40.0,-120.0,2021,10
40.0,-120.0,2021,11
40.0,-120.0,2021,12
40.0,-119.0,2019,7
40.0,-119.0,2019,8
40.0,-119.0,2019,9
40.0,-119.0,2019,10
40.0,-119.0,2019,11
40.0,-119.0,2019,12
40.0,-119.0,2020,1
40.0,-119.0,2020,2
40.0,-119.0,2020,3
40.0,-119.0,2020,4
40.0,-119.0,2020,5
40.0,-119.0,2020,6
40.0,-119.0,2020,7
40.0,-119.0,2020,8
40.0,-119.0,2020,9
