lat,lon,year,month
36.0,-119.0,2019,7
36.0,-119.0,2019,8
36.0,-119.0,2019,9
36.0,-119.0,2019,10
36.0,-119.0,2019,11
36.0,-119.0,2019,12
36.0,-119.0,2020,1
36.0,-119.0,2020,2
36.0,-119.0,2020,3
36.0,-119.0,2020,4
36.0,-119.0,2020,5
36.0,-119.0,2020,6
36.0,-119.0,2020,7
36.0,-119.0,2020,8
36.0,-119.0,2020,9
36.0,-119.0,2020,10
36.0,-119.0,2020,11
36.0,-119.0,2020,12
36.0,-119.0,2021,1
36.0,-119.0,2021,2
36.0,-119.0,2021,3
36.0,-119.0,2021,4
36.0,-119.0,2021,5
36.0,-119.0,2021,6
36.0,-119.0,2021,7
36.0,-119.0,2021,8
36.0,-119.0,2021,9
36.0,-119.0,2021,10
36.0,-119.0,2021,11
36.0,-119.0,2021,12
36.0,-118.0,2019,7
36.0,-118.0,2019,8
36.0,-118.0,2019,9
36.0,-118.0,2019,10
36.0,-118.0,2019,11
36.0,-118.0,2019,12
36.0,-118.0,2020,1
36.0,-118.0,2020,2
36.0,-118.0,2020,3
36.0,-118.0,2020,4
36.0,-118.0,2020,5
36.0,-118.0,2020,6
36.0,-118.0,2020,7
36.0,-118.0,2020,8
36.0,-118.0,2020,9
36.0,-118.0,2020,10
36.0,-118.0,2020,11
36.0,-118.0,2020,12
36.0,-118.0,2021,1
36.0,-118.0,2021,2
36.0,-118.0,2021,3
36.0,-118.0,2021,4
36.0,-118.0,2021,5
36.0,-118.0,2021,6
36.0,-118.0,2021,7
36.0,-118.0,2021,8
36.0,-118.0,2021,9
36.0,-118.0,2021,10
36.0,-118.0,2021,11
36.0,-118.0,2021,12
36.0,-117.0,2019,7
36.0,-117.0,2019,8
36.0,-117.0,2019,9
36.0,-117.0,2019,10
36.0,-117.0,2019,11
36.0,-117.0,2019,12
36.0,-117.0,2020,1
36.0,-117.0,2020,2
36.0,-117.0,2020,3
36.0,-117.0,2020,4
36.0,-117.0,2020,5
36.0,-117.0,2020,6
36.0,-117.0,2020,7
36.0,-117.0,2020,8
36.0,-117.0,2020,9
36.0,-117.0,2020,10
36.0,-117.0,2020,11
36.0,-117.0,2020,12
36.0,-117.0,2021,1
36.0,-117.0,2021,2
36.0,-117.0,2021,3
36.0,-117.0,2021,4
36.0,-117.0,2021,5
36.0,-117.0,2021,6
36.0,-117.0,2021,7
36.0,-117.0,2021,8
36.0,-117.0,2021,9
36.0,-117.0,2021,10
36.0,-117.0,2021,11
36.0,-117.0,2021,12
36.0,-116.0,2019,7
36.0,-116.0,2019,8
36.0,-116.0,2019,9
36.0,-116.0,2019,10
36.0,-116.0,2019,11
36.0,-116.0,2019,12
36.0,-116.0,2020,1
36.0,-116.0,2020,2
36.0,-116.0,2020,3
36.0,-116.0,2020,4
36.0,-116.0,2020,5
36.0,-116.0,2020,6
36.0,-116.0,2020,7
36.0,-116.0,2020,8
36.0,-116.0,2020,9
36.0,-116.0,2020,10
36.0,-116.0,2020,11
36.0,-116.0,2020,12
36.0,-116.0,2021,1
36.0,-116.0,2021,2
36.0,-116.0,2021,3
36.0,-116.0,2021,4
36.0,-116.0,2021,5
36.0,-116.0,2021,6
36.0,-116.0,2021,7
36.0,-116.0,2021,8
36.0,-116.0,2021,9
36.0,-116.0,2021,10
36.0,-116.0,2021,11
36.0,-116.0,2021,12
36.0,-115.0,2019,7
36.0,-115.0,2019,8
36.0,-115.0,2019,9
36.0,-115.0,2019,10
36.0,-115.0,2019,11
36.0,-115.0,2019,12
36.0,-115.0,2020,1
36.0,-115.0,2020,2
36.0,-115.0,2020,3
36.0,-115.0,2020,4
36.0,-115.0,2020,5
36.0,-115.0,2020,6
36.0,-115.0,2020,7
36.0,-115.0,2020,8
36.0,-115.0,2020,9
36.0,-115.0,2020,10
36.0,-115.0,2020,11
36.0,-115.0,2020,12
36.0,-115.0,2021,1
36.0,-115.0,2021,2
36.0,-115.0,2021,3
36.0,-115.0,2021,4
36.0,-115.0,2021,5
36.0,-115.0,2021,6
36.0,-115.0,2021,7
36.0,-115.0,2021,8
36.0,-115.0,2021,9
36.0,-115.0,2021,10
36.0,-115.0,2021,11
36.0,-115.0,2021,12
37.0,-123.0,2019,7
37.0,-123.0,2019,8
37.0,-123.0,2019,9
37.0,-123.0,2019,10
37.0,-123.0,2019,11
37.0,-123.0,2019,12
37.0,-123.0,2020,1
37.0,-123.0,2020,2
37.0,-123.0,2020,3
37.0,-123.0,2020,4
37.0,-123.0,2020,5
37.0,-123.0,2020,6
37.0,-123.0,2020,7
37.0,-123.0,2020,8
37.0,-123.0,2020,9
37.0,-123.0,2020,10
37.0,-123.0,2020,11
37.0,-123.0,2020,12
37.0,-123.0,2021,1
37.0,-123.0,2021,2
37.0,-123.0,2021,3
37.0,-123.0,2021,4
37.0,-123.0,2021,5
37.0,-123.0,2021,6
37.0,-123.0,2021,7
37.0,-123.0,2021,8
37.0,-123.0,2021,9
37.0,-123.0,2021,10
37.0,-123.0,2021,11
37.0,-123.0,2021,12
37.0,-122.0,2019,7
37.0,-122.0,2019,8
37.0,-122.0,2019,9
37.0,-122.0,2019,10
37.0,-122.0,2019,11
37.0,-122.0,2019,12
37.0,-122.0,2020,1
37.0,-122.0,2020,2
37.0,-122.0,2020,3
37.0,-122.0,2020,4
37.0,-122.0,2020,5
37.0,-122.0,2020,6
37.0,-122.0,2020,7
37.0,-122.0,2020,8
37.0,-122.0,2020,9
37.0,-122.0,2020,10
37.0,-122.0,2020,11
37.0,-122.0,2020,12
37.0,-122.0,2021,1
37.0,-122.0,2021,2
37.0,-122.0,2021,3
37.0,-122.0,2021,4
37.0,-122.0,2021,5
37.0,-122.0,2021,6
37.0,-122.0,2021,7
37.0,-122.0,2021,8
37.0,-122.0,2021,9
37.0,-122.0,2021,10
37.0,-122.0,2021,11
37.0,-122.0,2021,12
37.0,-121.0,2019,7
37.0,-121.0,2019,8
37.0,-121.0,2019,9
37.0,-121.0,2019,10
37.0,-121.0,2019,11
37.0,-121.0,2019,12
